,id,gender,own_car,own_house,income,income_type,education,family_status,housing_type,occupation_type,count_fam_mem,years_employed,age,total_due_months,status
20074,5058273,F,N,Y,135000.0,Working,Secondary education,Married,Own House,Low-skill Laborers,2,11.7,53.7,18,1
20075,5058274,F,N,Y,276750.0,Commercial associate,Higher education,Married,Own House,Others,2,9.4,40.8,46,1
20076,5058276,F,N,Y,276750.0,Commercial associate,Higher education,Married,Own House,Others,2,9.4,40.8,5,0
20077,5058280,F,N,Y,276750.0,Commercial associate,Higher education,Married,Own House,Others,2,9.4,40.8,52,1
20078,5058281,F,N,Y,276750.0,Commercial associate,Higher education,Married,Own House,Others,2,9.4,40.8,46,1
20079,5058282,F,N,Y,276750.0,Commercial associate,Higher education,Married,Own House,Others,2,9.4,40.8,31,1
20080,5058284,F,N,Y,276750.0,Commercial associate,Higher education,Married,Own House,Others,2,9.4,40.8,29,0
20081,5058285,F,N,Y,276750.0,Commercial associate,Higher education,Married,Own House,Others,2,9.4,40.8,37,0
20082,5058286,F,N,Y,276750.0,Commercial associate,Higher education,Married,Own House,Others,2,9.4,40.8,23,1
20083,5058290,F,N,Y,276750.0,Commercial associate,Secondary education,Widow,Own House,Low-skill Laborers,1,0.3,44.3,11,1
20084,5058291,F,N,Y,276750.0,Commercial associate,Secondary education,Widow,Own House,Low-skill Laborers,1,0.3,44.3,17,1
20085,5058292,F,N,Y,276750.0,Commercial associate,Secondary education,Widow,Own House,Low-skill Laborers,1,0.3,44.3,8,0
20086,5058293,F,N,Y,276750.0,Commercial associate,Secondary education,Widow,Own House,Low-skill Laborers,1,0.3,44.3,18,0
20087,5058294,F,N,Y,276750.0,Commercial associate,Secondary education,Widow,Own House,Low-skill Laborers,1,0.3,44.3,8,0
20088,5058295,F,N,Y,276750.0,Commercial associate,Secondary education,Widow,Own House,Low-skill Laborers,1,0.3,44.3,18,1
20089,5058296,F,Y,Y,162000.0,State servant,Higher education,Married,Own House,Managers,2,4.7,48.8,34,0
20090,5058297,F,Y,Y,162000.0,State servant,Higher education,Married,Own House,Managers,2,4.7,48.8,22,0
20091,5058298,F,N,Y,135000.0,Pensioner,Secondary education,Single / not married,Own House,Unemployed,1,0.0,63.4,5,1
20092,5058299,F,N,Y,135000.0,Pensioner,Secondary education,Single / not married,Own House,Unemployed,1,0.0,63.4,35,1
20093,5058300,F,N,Y,135000.0,Pensioner,Secondary education,Single / not married,Own House,Unemployed,1,0.0,63.4,47,1
20094,5058301,F,N,Y,135000.0,Pensioner,Secondary education,Single / not married,Own House,Unemployed,1,0.0,63.4,5,0
20095,5058302,F,N,Y,135000.0,Pensioner,Secondary education,Single / not married,Own House,Unemployed,1,0.0,63.4,32,1
20096,5058305,F,N,Y,103500.0,Working,Secondary education,Married,Own House,Managers,2,12.35,61.6,10,1
20097,5058306,F,N,Y,103500.0,Working,Secondary education,Married,Own House,Managers,2,12.35,61.6,5,1
20098,5112591,F,N,Y,103500.0,Working,Secondary education,Married,Own House,Managers,2,12.35,61.6,14,1
20099,5112592,F,N,Y,103500.0,Working,Secondary education,Married,Own House,Managers,2,12.35,61.6,5,1
20100,5112593,F,N,Y,103500.0,Working,Secondary education,Married,Own House,Managers,2,12.35,61.6,41,1
20101,5112594,F,N,Y,103500.0,Working,Secondary education,Married,Own House,Managers,2,12.35,61.6,45,1
20102,5112597,F,N,Y,103500.0,Working,Secondary education,Married,Own House,Managers,2,12.35,61.6,2,0
20103,5112598,F,N,Y,103500.0,Working,Secondary education,Married,Own House,Managers,2,12.35,61.6,11,1
20104,5112599,F,N,Y,103500.0,Working,Secondary education,Married,Own House,Managers,2,12.35,61.6,5,0
20105,5112600,F,N,Y,103500.0,Working,Secondary education,Married,Own House,Managers,2,12.35,61.6,25,1
20106,5112601,F,N,Y,103500.0,Working,Secondary education,Married,Own House,Managers,2,12.35,61.6,18,0
20107,5112602,F,N,Y,103500.0,Working,Secondary education,Married,Own House,Managers,2,12.35,61.6,14,1
20108,5112603,F,N,Y,103500.0,Working,Secondary education,Married,Own House,Managers,2,12.35,61.6,5,1
20109,5112604,F,N,Y,103500.0,Working,Secondary education,Married,Own House,Managers,2,12.35,61.6,17,1
20110,5112605,F,N,Y,103500.0,Working,Secondary education,Married,Own House,Managers,2,12.35,61.6,18,1
20111,5058307,M,Y,Y,202500.0,Working,Secondary education,Single / not married,Own House,Drivers,1,1.2,27.4,5,1
20112,5058308,M,Y,Y,202500.0,Working,Secondary education,Single / not married,Own House,Drivers,1,1.2,27.4,5,1
20113,5058309,M,Y,Y,202500.0,Working,Secondary education,Single / not married,Own House,Drivers,1,1.2,27.4,21,0
20114,5058310,M,Y,Y,202500.0,Working,Secondary education,Single / not married,Own House,Drivers,1,1.2,27.4,5,1
20115,5058315,F,N,Y,135000.0,Pensioner,Higher education,Separated,Own House,Unemployed,1,0.0,56.7,5,0
20116,5058316,F,N,Y,247500.0,Working,Secondary education,Civil marriage,Own House,Laborers,2,12.35,47.0,31,1
20117,5058317,F,N,Y,247500.0,Working,Secondary education,Civil marriage,Own House,Laborers,2,12.35,47.0,2,0
20118,5058318,F,N,Y,247500.0,Working,Secondary education,Civil marriage,Own House,Laborers,2,12.35,47.0,18,0
20119,5058319,F,N,Y,247500.0,Working,Secondary education,Civil marriage,Own House,Laborers,2,12.35,47.0,2,0
20120,5058320,F,N,Y,247500.0,Working,Secondary education,Civil marriage,Own House,Laborers,2,12.35,47.0,2,0
20121,5058321,M,Y,Y,180000.0,Working,Secondary education,Married,Own House,Others,2,3.8,30.0,13,0
20122,5058322,F,N,Y,49500.0,Pensioner,Secondary education,Married,Own House,Unemployed,2,0.0,59.6,26,1
20123,5058323,F,N,Y,49500.0,Pensioner,Secondary education,Married,Own House,Unemployed,2,0.0,59.6,12,0
20124,5058324,F,N,Y,49500.0,Pensioner,Secondary education,Married,Own House,Unemployed,2,0.0,59.6,30,0
20125,5058325,F,N,Y,49500.0,Pensioner,Secondary education,Married,Own House,Unemployed,2,0.0,59.6,21,1
20126,5058326,F,N,Y,49500.0,Pensioner,Secondary education,Married,Own House,Unemployed,2,0.0,59.6,5,1
20127,5058327,F,N,Y,99000.0,Pensioner,Secondary education,Married,Own House,Unemployed,2,0.0,58.9,14,1
20128,5058328,F,N,Y,99000.0,Pensioner,Secondary education,Married,Own House,Unemployed,2,0.0,58.9,38,0
20129,5058329,F,N,Y,99000.0,Pensioner,Secondary education,Married,Own House,Unemployed,2,0.0,58.9,13,1
20130,5058330,F,N,Y,99000.0,Pensioner,Secondary education,Married,Own House,Unemployed,2,0.0,58.9,5,0
20131,5058331,F,N,Y,99000.0,Pensioner,Secondary education,Married,Own House,Unemployed,2,0.0,58.9,14,1
20134,5058335,F,N,Y,63000.0,Working,Secondary education,Married,Own House,High skill tech staff,2,4.3,54.5,5,0
20135,5058336,F,N,Y,63000.0,Working,Secondary education,Married,Own House,High skill tech staff,2,4.3,54.5,46,1
20136,5058338,F,N,Y,63000.0,Working,Secondary education,Married,Own House,High skill tech staff,2,4.3,54.5,60,1
20137,5058339,F,N,Y,63000.0,Working,Secondary education,Married,Own House,High skill tech staff,2,4.3,54.5,5,1
20138,5058341,F,N,Y,63000.0,Working,Secondary education,Married,Own House,High skill tech staff,2,4.3,54.5,5,0
20139,5058342,F,N,Y,63000.0,Working,Secondary education,Married,Own House,High skill tech staff,2,4.3,54.5,25,1
20140,5058343,F,N,Y,63000.0,Working,Secondary education,Married,Own House,High skill tech staff,2,4.3,54.5,12,1
20141,5058344,F,N,Y,63000.0,Working,Secondary education,Married,Own House,High skill tech staff,2,4.3,54.5,10,1
20144,5058345,F,N,Y,99000.0,Pensioner,Higher education,Separated,Own House,Unemployed,1,0.0,67.4,56,1
20145,5058351,F,N,Y,99000.0,Pensioner,Higher education,Separated,Own House,Unemployed,1,0.0,67.4,21,0
20146,5058353,F,N,Y,99000.0,Pensioner,Higher education,Separated,Own House,Unemployed,1,0.0,67.4,5,1
20148,5058355,F,N,N,135000.0,Working,Secondary education,Civil marriage,Own House,Laborers,2,5.6,27.1,10,0
20149,5058356,F,N,N,135000.0,Working,Secondary education,Civil marriage,Own House,Laborers,2,5.6,27.1,52,1
20150,5058357,F,N,N,135000.0,Working,Secondary education,Civil marriage,Own House,Laborers,2,5.6,27.1,2,0
20151,5058358,M,Y,N,276750.0,Commercial associate,Secondary education,Single / not married,Rented apartment,Sales staff,1,4.7,28.8,14,0
20152,5058359,M,Y,N,276750.0,Commercial associate,Secondary education,Single / not married,Rented apartment,Sales staff,1,4.7,28.8,11,0
20153,5058360,M,Y,N,276750.0,Commercial associate,Secondary education,Single / not married,Rented apartment,Sales staff,1,4.7,28.8,13,0
20154,5058361,M,Y,N,276750.0,Commercial associate,Secondary education,Single / not married,Rented apartment,Sales staff,1,4.7,28.8,11,0
20155,5058362,F,N,Y,157500.0,Pensioner,Secondary education,Married,Own House,Unemployed,2,0.0,63.5,4,1
20156,5058363,F,N,Y,157500.0,Pensioner,Secondary education,Married,Own House,Unemployed,2,0.0,63.5,30,0
20157,5058364,F,N,Y,157500.0,Pensioner,Secondary education,Married,Own House,Unemployed,2,0.0,63.5,26,0
20158,5058365,F,N,Y,108000.0,Pensioner,Secondary education,Separated,Own House,Unemployed,1,0.0,58.8,10,0
20160,5058366,F,N,N,90000.0,Pensioner,Secondary education,Single / not married,Municipal apartment,Unemployed,1,0.0,55.1,52,1
20162,5058369,F,N,Y,117000.0,Working,Secondary education,Married,Own House,Others,2,1.0,47.9,61,1
20163,5058371,F,N,Y,117000.0,Working,Secondary education,Married,Own House,Others,2,1.0,47.9,55,1
20164,5058372,F,N,Y,117000.0,Working,Secondary education,Married,Own House,Others,2,1.0,47.9,5,0
20165,5058373,F,N,Y,225000.0,Working,Higher education,Married,Own House,Drivers,3,3.0,31.6,19,0
20166,5058374,F,N,Y,225000.0,Working,Higher education,Married,Own House,Drivers,3,3.0,31.6,30,1
20167,5058375,F,N,Y,225000.0,Working,Higher education,Married,Own House,Drivers,3,3.0,31.6,37,1
20168,5058376,F,N,Y,225000.0,Working,Higher education,Married,Own House,Drivers,3,3.0,31.6,8,0
20169,5058377,F,N,Y,225000.0,Working,Higher education,Married,Own House,Drivers,3,3.0,31.6,8,0
20170,5058378,F,N,N,121500.0,Commercial associate,Secondary education,Married,Own House,Laborers,2,12.35,49.4,13,0
20171,5058379,F,N,N,121500.0,Commercial associate,Secondary education,Married,Own House,Laborers,2,12.35,49.4,13,0
20172,5058380,F,N,N,121500.0,Commercial associate,Secondary education,Married,Own House,Laborers,2,12.35,49.4,13,0
20173,5058381,F,N,N,121500.0,Commercial associate,Secondary education,Married,Own House,Laborers,2,12.35,49.4,8,0
20174,5058382,F,N,N,112500.0,Working,Higher education,Single / not married,Own House,Core staff,1,0.4,25.8,5,0
20175,5058383,M,N,Y,166500.0,Pensioner,Secondary education,Civil marriage,Own House,Unemployed,2,0.0,57.6,5,0
20176,5058384,M,N,Y,166500.0,Pensioner,Secondary education,Civil marriage,Own House,Unemployed,2,0.0,57.6,52,1
20177,5058385,M,N,Y,166500.0,Pensioner,Secondary education,Civil marriage,Own House,Unemployed,2,0.0,57.6,37,1
20178,5058386,M,N,Y,166500.0,Pensioner,Secondary education,Civil marriage,Own House,Unemployed,2,0.0,57.6,5,0
20179,5058387,M,N,Y,166500.0,Pensioner,Secondary education,Civil marriage,Own House,Unemployed,2,0.0,57.6,16,1
20180,5058390,F,N,Y,81000.0,Commercial associate,Secondary education,Civil marriage,Own House,Others,2,3.6,42.0,11,0
20181,5058392,F,N,Y,112500.0,Pensioner,Secondary education,Widow,Own House,Unemployed,1,0.0,53.0,37,1
20182,5058393,M,N,Y,121500.0,Pensioner,Higher education,Married,Own House,Unemployed,2,0.0,58.7,12,1
20183,5058394,M,N,Y,121500.0,Pensioner,Higher education,Married,Own House,Unemployed,2,0.0,58.7,11,0
20184,5058395,M,N,Y,121500.0,Pensioner,Higher education,Married,Own House,Unemployed,2,0.0,58.7,37,0
20185,5058396,F,N,Y,54000.0,Working,Secondary education,Married,Own House,Others,2,12.35,51.1,18,1
20186,5058397,F,N,Y,54000.0,Working,Secondary education,Married,Own House,Others,2,12.35,51.1,10,0
20187,5058398,F,N,Y,54000.0,Working,Secondary education,Married,Own House,Others,2,12.35,51.1,18,1
20188,5058399,F,N,Y,54000.0,Working,Secondary education,Married,Own House,Others,2,12.35,51.1,17,0
20189,5058400,F,N,Y,54000.0,Working,Secondary education,Married,Own House,Others,2,12.35,51.1,11,1
20190,5058401,F,N,Y,54000.0,Working,Secondary education,Married,Own House,Others,2,12.35,51.1,18,1
20191,5058403,F,N,Y,54000.0,Working,Secondary education,Married,Own House,Others,2,12.35,51.1,10,0
20192,5058405,M,Y,Y,247500.0,Working,Higher education,Married,Own House,Managers,2,7.1,35.2,5,0
20193,5058406,M,Y,Y,247500.0,Working,Higher education,Married,Own House,Managers,2,7.1,35.2,14,0
20194,5058407,M,Y,Y,247500.0,Working,Higher education,Married,Own House,Managers,2,7.1,35.2,47,1
20195,5058408,M,Y,Y,247500.0,Working,Higher education,Married,Own House,Managers,2,7.1,35.2,31,1
20196,5058409,M,Y,Y,247500.0,Working,Higher education,Married,Own House,Managers,2,7.1,35.2,12,0
20197,5058411,M,Y,N,270000.0,Working,Higher education,Single / not married,Own House,Others,1,3.0,29.7,19,1
20198,5058412,M,Y,N,270000.0,Working,Higher education,Single / not married,Own House,Others,1,3.0,29.7,4,0
20200,5058414,F,N,Y,108000.0,State servant,Secondary education,Married,Own House,Core staff,3,5.0,38.4,13,0
20201,5058415,F,N,Y,108000.0,State servant,Secondary education,Married,Own House,Core staff,3,5.0,38.4,16,0
20202,5058416,F,N,Y,108000.0,State servant,Secondary education,Married,Own House,Core staff,3,5.0,38.4,37,1
20203,5058418,F,N,Y,108000.0,State servant,Secondary education,Married,Own House,Core staff,3,5.0,38.4,5,1
20204,5058419,F,N,Y,108000.0,State servant,Secondary education,Married,Own House,Core staff,3,5.0,38.4,13,0
20205,5058420,F,N,Y,108000.0,State servant,Secondary education,Married,Own House,Core staff,3,5.0,38.4,16,0
20206,5058421,F,N,Y,108000.0,State servant,Secondary education,Married,Own House,Core staff,3,5.0,38.4,5,1
20207,5058422,F,N,Y,108000.0,State servant,Secondary education,Married,Own House,Core staff,3,5.0,38.4,53,0
20208,5058423,F,N,Y,108000.0,State servant,Secondary education,Married,Own House,Core staff,3,5.0,38.4,16,0
20209,5058424,F,N,Y,108000.0,State servant,Secondary education,Married,Own House,Core staff,3,5.0,38.4,36,1
20210,5058426,F,N,Y,108000.0,State servant,Secondary education,Married,Own House,Core staff,3,5.0,38.4,16,0
20212,5058428,F,Y,N,276750.0,Commercial associate,Higher education,Married,Own House,Accountants,3,6.9,39.7,27,1
20213,5058429,F,Y,N,276750.0,Commercial associate,Higher education,Married,Own House,Accountants,3,6.9,39.7,27,1
20214,5058430,F,Y,N,276750.0,Commercial associate,Higher education,Married,Own House,Accountants,3,6.9,39.7,28,1
20215,5058432,F,Y,N,276750.0,Commercial associate,Higher education,Married,Own House,Accountants,3,6.9,39.7,27,1
20216,5058433,F,Y,N,276750.0,Commercial associate,Higher education,Married,Own House,Accountants,3,6.9,39.7,26,1
20217,5058434,F,Y,N,276750.0,Commercial associate,Higher education,Married,Own House,Accountants,3,6.9,39.7,22,1
20218,5058435,F,Y,Y,135000.0,Commercial associate,Higher education,Married,Own House,Sales staff,2,0.3,57.3,8,1
20219,5058436,F,Y,Y,135000.0,Commercial associate,Higher education,Married,Own House,Sales staff,2,0.3,57.3,3,1
20220,5058437,F,Y,Y,135000.0,Commercial associate,Higher education,Married,Own House,Sales staff,2,0.3,57.3,3,1
20221,5058438,F,Y,Y,135000.0,Commercial associate,Higher education,Married,Own House,Sales staff,2,0.3,57.3,3,1
20222,5058439,F,Y,Y,135000.0,Commercial associate,Higher education,Married,Own House,Sales staff,2,0.3,57.3,3,1
20223,5058440,F,Y,Y,135000.0,Commercial associate,Higher education,Married,Own House,Sales staff,2,0.3,57.3,3,1
20224,5058441,F,Y,Y,90000.0,Pensioner,Secondary education,Single / not married,Co-op apartment,Unemployed,4,0.0,64.8,5,1
20225,5058442,F,Y,Y,90000.0,Pensioner,Secondary education,Single / not married,Co-op apartment,Unemployed,4,0.0,64.8,5,0
20226,5058443,F,Y,Y,90000.0,Pensioner,Secondary education,Single / not married,Co-op apartment,Unemployed,4,0.0,64.8,5,1
20227,5058444,F,Y,Y,90000.0,Pensioner,Secondary education,Single / not married,Co-op apartment,Unemployed,4,0.0,64.8,5,0
20228,5058445,F,Y,Y,90000.0,Pensioner,Secondary education,Single / not married,Co-op apartment,Unemployed,4,0.0,64.8,5,1
20229,5058446,F,Y,Y,90000.0,Pensioner,Secondary education,Single / not married,Co-op apartment,Unemployed,4,0.0,64.8,5,1
20230,5058447,F,Y,Y,90000.0,Pensioner,Secondary education,Single / not married,Co-op apartment,Unemployed,4,0.0,64.8,5,1
20231,5058450,F,N,Y,85500.0,State servant,Secondary education,Married,Own House,Core staff,2,6.7,38.1,44,1
20232,5058451,F,N,Y,157500.0,Working,Higher education,Married,Own House,Managers,2,6.6,47.6,5,1
20233,5058452,F,N,Y,157500.0,Working,Higher education,Married,Own House,Managers,2,6.6,47.6,8,0
20234,5058453,F,N,Y,157500.0,Working,Higher education,Married,Own House,Managers,2,6.6,47.6,39,1
20235,5058454,F,N,Y,157500.0,Working,Higher education,Married,Own House,Managers,2,6.6,47.6,8,0
20236,5058456,F,N,Y,157500.0,Working,Higher education,Married,Own House,Managers,2,6.6,47.6,8,0
20237,5058457,F,N,Y,157500.0,Working,Higher education,Married,Own House,Managers,2,6.6,47.6,8,0
20238,5058458,F,N,Y,157500.0,Working,Higher education,Married,Own House,Managers,2,6.6,47.6,5,1
20239,5058459,F,N,Y,157500.0,Working,Higher education,Married,Own House,Managers,2,6.6,47.6,8,0
20241,5058460,F,N,Y,225000.0,Commercial associate,Secondary education,Civil marriage,Own House,Laborers,4,5.0,34.2,38,0
20242,5058461,F,N,Y,225000.0,Commercial associate,Secondary education,Civil marriage,Own House,Laborers,4,5.0,34.2,53,1
20243,5058462,F,N,Y,225000.0,Commercial associate,Secondary education,Civil marriage,Own House,Laborers,4,5.0,34.2,17,1
20244,5058463,F,N,Y,225000.0,Commercial associate,Secondary education,Civil marriage,Own House,Laborers,4,5.0,34.2,38,1
20245,5058464,F,N,Y,225000.0,Commercial associate,Secondary education,Civil marriage,Own House,Laborers,4,5.0,34.2,5,1
20246,5058466,F,N,Y,225000.0,Commercial associate,Secondary education,Civil marriage,Own House,Laborers,4,5.0,34.2,30,1
20247,5058467,F,N,Y,225000.0,Commercial associate,Secondary education,Civil marriage,Own House,Laborers,4,5.0,34.2,5,0
20248,5058468,M,N,Y,157500.0,State servant,Secondary education,Married,Own House,Low-skill Laborers,3,2.4,28.0,43,1
20249,5058469,M,N,Y,157500.0,State servant,Secondary education,Married,Own House,Low-skill Laborers,3,2.4,28.0,50,1
20250,5058470,M,N,Y,157500.0,State servant,Secondary education,Married,Own House,Low-skill Laborers,3,2.4,28.0,50,1
20251,5058471,M,N,Y,157500.0,State servant,Secondary education,Married,Own House,Low-skill Laborers,3,2.4,28.0,5,1
20252,5058474,M,Y,Y,225000.0,Pensioner,Higher education,Separated,Own House,Unemployed,1,0.0,56.7,12,0
20253,5058475,M,Y,Y,225000.0,Pensioner,Higher education,Separated,Own House,Unemployed,1,0.0,56.7,5,1
20254,5058476,M,Y,Y,225000.0,Pensioner,Higher education,Separated,Own House,Unemployed,1,0.0,56.7,12,1
20255,5058477,M,Y,Y,225000.0,Pensioner,Higher education,Separated,Own House,Unemployed,1,0.0,56.7,32,1
20256,5058480,M,Y,Y,225000.0,Pensioner,Higher education,Separated,Own House,Unemployed,1,0.0,56.7,32,1
20257,5058481,M,Y,Y,225000.0,Pensioner,Higher education,Separated,Own House,Unemployed,1,0.0,56.7,32,0
20258,5058482,M,Y,Y,225000.0,Pensioner,Higher education,Separated,Own House,Unemployed,1,0.0,56.7,5,1
20259,5058483,M,Y,Y,225000.0,Pensioner,Higher education,Separated,Own House,Unemployed,1,0.0,56.7,14,1
20262,5058484,M,N,N,270000.0,Working,Secondary education,Single / not married,Own House,Drivers,1,3.6,41.7,12,1
20263,5058485,M,N,N,270000.0,Working,Secondary education,Single / not married,Own House,Drivers,1,3.6,41.7,19,0
20264,5058486,M,N,N,270000.0,Working,Secondary education,Single / not married,Own House,Drivers,1,3.6,41.7,11,0
20265,5058487,M,N,N,270000.0,Working,Secondary education,Single / not married,Own House,Drivers,1,3.6,41.7,12,1
20266,5058488,M,N,N,270000.0,Working,Secondary education,Single / not married,Own House,Drivers,1,3.6,41.7,22,1
20267,5058489,M,N,N,270000.0,Working,Secondary education,Single / not married,Own House,Drivers,1,3.6,41.7,12,1
20268,5058490,M,N,N,270000.0,Working,Secondary education,Single / not married,Own House,Drivers,1,3.6,41.7,12,1
20269,5058491,M,N,N,270000.0,Working,Secondary education,Single / not married,Own House,Drivers,1,3.6,41.7,22,0
20270,5058493,M,N,N,270000.0,Working,Secondary education,Single / not married,Own House,Drivers,1,3.6,41.7,12,1
20271,5058494,M,N,N,270000.0,Working,Secondary education,Single / not married,Own House,Drivers,1,3.6,41.7,3,1
20273,5058495,F,N,Y,148500.0,Pensioner,Secondary education,Married,Own House,Unemployed,2,0.0,62.4,44,1
20274,5058496,F,N,Y,148500.0,Pensioner,Secondary education,Married,Own House,Unemployed,2,0.0,62.4,44,1
20275,5058499,F,N,Y,148500.0,Pensioner,Secondary education,Married,Own House,Unemployed,2,0.0,62.4,28,0
20276,5058500,F,N,Y,148500.0,Pensioner,Secondary education,Married,Own House,Unemployed,2,0.0,62.4,41,0
20277,5058501,F,N,Y,148500.0,Pensioner,Secondary education,Married,Own House,Unemployed,2,0.0,62.4,44,1
20278,5058502,F,N,Y,148500.0,Pensioner,Secondary education,Married,Own House,Unemployed,2,0.0,62.4,3,0
20279,5058503,F,N,Y,148500.0,Pensioner,Secondary education,Married,Own House,Unemployed,2,0.0,62.4,28,1
20280,5058504,F,N,Y,148500.0,Pensioner,Secondary education,Married,Own House,Unemployed,2,0.0,62.4,5,0
20281,5058505,F,N,Y,148500.0,Pensioner,Secondary education,Married,Own House,Unemployed,2,0.0,62.4,5,1
20282,5058506,F,N,Y,148500.0,Pensioner,Secondary education,Married,Own House,Unemployed,2,0.0,62.4,11,0
20283,5058507,F,N,Y,148500.0,Pensioner,Secondary education,Married,Own House,Unemployed,2,0.0,62.4,11,0
20284,5058508,F,N,Y,148500.0,Pensioner,Secondary education,Married,Own House,Unemployed,2,0.0,62.4,5,0
20285,5058509,F,N,Y,148500.0,Pensioner,Secondary education,Married,Own House,Unemployed,2,0.0,62.4,5,0
20286,5058510,F,N,Y,148500.0,Pensioner,Secondary education,Married,Own House,Unemployed,2,0.0,62.4,11,1
20287,5058511,F,N,Y,148500.0,Pensioner,Secondary education,Married,Own House,Unemployed,2,0.0,62.4,14,1
20288,5058512,F,N,Y,148500.0,Pensioner,Secondary education,Married,Own House,Unemployed,2,0.0,62.4,3,1
20291,5058513,M,N,Y,180000.0,Commercial associate,Secondary education,Married,Own House,Drivers,3,2.7,23.9,3,0
20292,5058514,M,N,Y,180000.0,Commercial associate,Secondary education,Married,Own House,Drivers,3,2.7,23.9,29,0
20293,5058515,F,N,N,81000.0,Working,Secondary education,Married,Own House,Drivers,2,12.35,54.0,38,1
20295,5058521,F,N,Y,276750.0,Commercial associate,Secondary education,Married,Own House,Laborers,2,9.3,40.0,21,0
20296,5058522,F,N,Y,276750.0,Commercial associate,Secondary education,Married,Own House,Laborers,2,9.3,40.0,25,0
20297,5058523,F,N,Y,276750.0,Commercial associate,Secondary education,Married,Own House,Laborers,2,9.3,40.0,21,0
20299,5058526,F,N,Y,112500.0,Pensioner,Secondary education,Married,Own House,Unemployed,2,0.0,59.9,48,1
20300,5058527,M,N,N,276750.0,Working,Secondary education,Single / not married,Municipal apartment,Sales staff,1,1.4,25.3,22,1
20301,5058528,M,N,N,276750.0,Working,Secondary education,Single / not married,Municipal apartment,Sales staff,1,1.4,25.3,5,0
20302,5058529,M,N,N,276750.0,Working,Secondary education,Single / not married,Municipal apartment,Sales staff,1,1.4,25.3,5,0
20303,5058533,F,N,Y,90000.0,Pensioner,Secondary education,Married,Own House,Unemployed,2,0.0,59.0,28,1
20304,5058534,F,N,Y,90000.0,Pensioner,Secondary education,Married,Own House,Unemployed,2,0.0,59.0,12,0
20305,5058535,F,N,Y,90000.0,Pensioner,Secondary education,Married,Own House,Unemployed,2,0.0,59.0,12,0
20306,5058536,F,N,Y,90000.0,Pensioner,Secondary education,Married,Own House,Unemployed,2,0.0,59.0,12,1
20307,5058537,F,N,Y,90000.0,Pensioner,Secondary education,Married,Own House,Unemployed,2,0.0,59.0,12,1
20308,5058538,F,N,Y,90000.0,Pensioner,Secondary education,Married,Own House,Unemployed,2,0.0,59.0,12,1
20309,5058539,F,N,Y,90000.0,Pensioner,Secondary education,Married,Own House,Unemployed,2,0.0,59.0,12,0
20310,5058540,F,N,Y,90000.0,Pensioner,Secondary education,Married,Own House,Unemployed,2,0.0,59.0,5,0
20311,5058541,M,Y,Y,135000.0,Pensioner,Secondary education,Married,Own House,Unemployed,2,0.0,64.6,28,0
20312,5058542,M,Y,Y,135000.0,Pensioner,Secondary education,Married,Own House,Unemployed,2,0.0,64.6,50,1
20313,5058543,M,Y,Y,135000.0,Pensioner,Secondary education,Married,Own House,Unemployed,2,0.0,64.6,54,1
20314,5058544,M,Y,Y,135000.0,Pensioner,Secondary education,Married,Own House,Unemployed,2,0.0,64.6,54,1
20315,5058545,M,Y,Y,135000.0,Pensioner,Secondary education,Married,Own House,Unemployed,2,0.0,64.6,50,1
20317,5058547,F,N,Y,225000.0,Commercial associate,Secondary education,Separated,Own House,Low-skill Laborers,1,12.35,43.6,14,1
20318,5058548,F,N,Y,225000.0,Commercial associate,Secondary education,Separated,Own House,Low-skill Laborers,1,12.35,43.6,5,0
20320,5058549,F,N,Y,135000.0,Working,Higher education,Single / not married,Own House,Managers,1,10.1,54.2,5,0
20321,5058550,F,N,Y,135000.0,Working,Higher education,Single / not married,Own House,Managers,1,10.1,54.2,5,0
20322,5058551,M,Y,Y,135000.0,Working,Higher education,Single / not married,Own House,Laborers,1,3.2,27.1,17,1
20323,5058552,M,Y,Y,135000.0,Working,Higher education,Single / not married,Own House,Laborers,1,3.2,27.1,17,1
20324,5058553,M,Y,Y,135000.0,Working,Higher education,Single / not married,Own House,Laborers,1,3.2,27.1,17,1
20325,5058554,F,Y,Y,135000.0,Pensioner,Secondary education,Married,Own House,Unemployed,2,0.0,63.6,5,1
20326,5058555,F,Y,Y,135000.0,Pensioner,Secondary education,Married,Own House,Unemployed,2,0.0,63.6,32,1
20327,5058556,F,Y,Y,135000.0,Pensioner,Secondary education,Married,Own House,Unemployed,2,0.0,63.6,13,1
20328,5061065,M,Y,N,256500.0,Pensioner,Higher education,Married,Own House,Unemployed,2,0.0,60.0,33,1
20329,5061066,M,Y,N,256500.0,Pensioner,Higher education,Married,Own House,Unemployed,2,0.0,60.0,39,0
20330,5061067,M,Y,N,256500.0,Pensioner,Higher education,Married,Own House,Unemployed,2,0.0,60.0,5,0
20331,5061068,M,Y,N,256500.0,Pensioner,Higher education,Married,Own House,Unemployed,2,0.0,60.0,5,0
20332,5061069,M,Y,N,256500.0,Pensioner,Higher education,Married,Own House,Unemployed,2,0.0,60.0,17,0
20333,5061070,M,Y,N,256500.0,Pensioner,Higher education,Married,Own House,Unemployed,2,0.0,60.0,33,1
20334,5061072,F,N,N,90000.0,Commercial associate,Secondary education,Married,Own House,Sales staff,2,0.5,42.1,21,0
